dev_id,train_nn_rank,train_id,cosine_sim,dev_text,train_text,train_labels,dev_paraphrase,train_paraphrase
2018-En-02941,1,2017-En-21710,0.9996212720870972,Can't believe Zain starting secondary this year 😢,Can't even believe just seeing you set my anxiety off 🖕,joy,,
2018-En-03065,1,2017-En-40787,0.9995488524436951,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,"A pessimist is someone who, when opportunity knocks, complains about the noise #mikeshumor",pessimism,,
2018-En-00695,1,2017-En-41034,0.9997077584266663,@austin_j_powers @I_am_bumface @R9Rai @Holbornlolz Absolutely shocking behavour!!!!!!,"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty","disgust,sadness",,
2018-En-03393,1,2017-En-41410,0.9995609521865845,@RoryPlays_  I was so busy yesterday I forgot to wish u a happy birthday so here I got HAPPY BELATED BIRTHDAY I hope u had a wonderful day,@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sadness,,
2018-En-02484,1,2017-En-21183,0.9995984435081482,The same part of roof bar (driver's side) are stolen from Grand Vitara cars. Let it be known. This is really #disheartening #brunei,Nothing worse than an uber driver that can't drive. #awful,"anger,disgust",,
2018-En-02112,1,2017-En-20745,0.9997779130935669,hit by a sudden wave of sadness,Starting not to give a fuck and stopped fearing the consequence,"anger,disgust,fear",,
2018-En-01855,1,2017-En-21119,0.9996134042739868,If I hit you with the be blessed it's over 😂,I can be so shy but once I come out of my shell that's it 😂,"joy,optimism",,
2018-En-02592,1,2017-En-22192,0.9990822672843933,(Kg Nerang) intruder alarm activated (2017-07-11 19:28:05),Don't think I'll ever get used to this 6:30 alarm 😩💤,"disgust,pessimism,sadness",,
2018-En-00321,1,2017-En-11465,0.9996728301048279,@candycmarketing What happens if you don't want to watch this 'content'? Can't vote then 😆,@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,"anger,disgust",,
2018-En-02613,1,2017-En-10329,0.9996251463890076,Hiya everyone if you want please #retweet my pin #rt #help #romance #wattpad    #hurt #tweet #twitter #thanks,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,"anger,disgust,joy",,
2018-En-00910,1,2017-En-21340,0.99957674741745,Mint owls are often indignant.,I hate freaking out and ruining things. ,"anger,disgust,fear,pessimism,sadness",,
2018-En-00467,1,2017-En-20506,0.9997565150260925,@NancyPelosi Don't you mean Bush...no Trump...no Bush #giggles #hipocrite #Liar #TroubleMaker #AntifaSupporter,@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,"anger,disgust",,
2018-En-02798,1,2017-En-40374,0.9995347857475281,"Whenever I turn on the radio and hear Bob Dylan's Knocking on Heaven's Door being played, I assume he's died. #relieved #notyet #someday","At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",anticipation,,
2018-En-01499,1,2017-En-30980,0.999740719795227,@MarkWontUseThis You'll pine for my love one day Crabbe,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,"anger,joy,optimism",,
2018-En-04314,1,2017-En-40130,0.9997351169586182,Please stop ruining my depressing memes with your positivity and optimism,When will the weeks full of Mondays end?? #disheartened,"pessimism,sadness",,
2018-En-02982,1,2017-En-40020,0.9996663928031921,@Ragga_Storm #red is #dread love it,@Ashleyavitia_ don't leave me #sad,"pessimism,sadness",,
2018-En-02677,1,2017-En-10254,0.999671995639801,"@JackRuff4 They have this horrible pudding here. Butterscotch pudding on Mondays, it's dreadful. #Fringe",@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,"anger,disgust",,
2018-En-01654,1,2017-En-11093,0.9995691180229187,"I despair at the mouth foaming hostility &amp; dishonesty of those in the Leave camp, &amp; we should expose that.","Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.","anger,disgust,optimism",,
2018-En-00081,1,2017-En-22036,0.9995571374893188,@JuliaHB1 @talkRADIO culture &amp; language already protected.\n£ on 'promoting Welsh' better spent on Tourism or our dreadful schools ed record,"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths","disgust,fear",,
2018-En-02573,1,2017-En-41055,0.9994490742683411,@praddy06 sir.. will we have the need for umbrella today evening.. sun seems to be stronger to pave way for clouds.. 😟,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,"joy,love,pessimism,sadness",,
2018-En-02296,1,2017-En-41261,0.9991693496704102,"Imagine how many ksones are crying right now for not getting tickets 😭 Meanwhile, isones dont even get a chance to go on war for tickets 😭",This nigga doesn't even look for his real family 🙄😂 ,"disgust,sadness,surprise",,
2018-En-01458,1,2017-En-11093,0.9995594024658203,Remember your identity is in Christ. Give the sting of rejection to Christ. He’s been there he’s done that and He has the scars to prove it.,"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.","anger,disgust,optimism",,
2018-En-01183,1,2017-En-31194,0.9993722438812256,"@WhiskurMew Happy birthday, beautiful! I hope today is as lovely, wonderful, and astounding as you are!! You deserve no less than that! 😊🎉🎂💞",@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨,"joy,optimism",,
2018-En-03955,1,2017-En-40059,0.9996306300163269,What is this miserable ass weather all about 😭 dark and gloomy #depressing #weekoff #wheresthesun,Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁,"anger,disgust,sadness",,
2018-En-00207,1,2017-En-11276,0.9994620084762573,"5 goals in 87 appearances last season between McKay, Holt and Windass! Simply is horrific! Get midfield balance sorted and team will fire!",@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,"anger,anticipation,disgust",,
2018-En-02407,1,2017-En-41443,0.9997061491012573,People #honk like #idiots. Culture less indisciplined #Traffic #india #backtoreality #nightmare,Got a #serious #hyper #predator #heckler situation over here,"fear,pessimism,sadness",,
2018-En-00037,1,2017-En-21293,0.999271035194397,Just received the fantastic news that our next 9 bed 'Sui Generis' HMO has full planning permission. Build to start 01 September. #excited,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,"anger,disgust",,
2018-En-04169,1,2017-En-20769,0.9996691942214966,I'm kind of tired of everything #summer #heat #bicycle   #videogames #bookwriting #nothavingacomputer,I have no #alarm preset #life will #wakemeup,"joy,optimism",,
2018-En-01037,1,2017-En-10221,0.9997406601905823,i just wanna be sober with u,I genuinely think I have anger issues,"anger,disgust",,
2018-En-00809,1,2017-En-40024,0.9994731545448303,Busy day time to go home and #relax still feeling #breathless \n#voiceathlete #dystonia #dysphonia #spasmodicdysphonia  #restvoice \n#sleep,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,"anger,disgust,fear,pessimism,sadness",,
2018-En-04327,1,2017-En-30210,0.9992194771766663,"@JusticeWillett Lord, we don't understand tragedy. Do what You do best: bring good grom it and comfort those who mourn. Amen",Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,"joy,optimism",,
2018-En-03936,1,2017-En-10977,0.9995588064193726,You have to learn how to live life regardless of circumstances &amp; not let life leave you. \n#purpose #Growth  #process #confident #happy #joy,“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO,optimism,,
2018-En-01563,1,2017-En-30120,0.9995304942131042,"@emmajckson awe thank you (,:",@clonmacart I'm beaming with glee.,"joy,optimism",,
2018-En-00639,1,2017-En-40378,0.9994540810585022,When you only meet each other once at an interview and you recognise each other on the streets 🙆 I don't even know what's your name 😂,"the waitress recognised me from last time i was in there moping, after my interview haha","joy,optimism",,
2018-En-02063,1,2017-En-40897,0.9983348250389099,"4 hours. \n4,189 words.\n1 story.\n#amwriting #horror #publishorperish",Write drunk. Edit Sober. \nForget to save. Wake hungover.\n#amwriting #sober,none,,
2018-En-03662,1,2017-En-21630,0.9996209740638733,"After sleeping past noon, I look out the window to see my hotel has a HOT TUB!!!!! #bliss","Watched the movie, friend request at 2am awhile ago in a dark cold night and it was one of the bad choices I've ever made. #nightmare 😰","disgust,fear,pessimism,sadness",,
2018-En-01648,1,2017-En-31541,0.9997255206108093,@Lythero *hugs himself hoping Doom shows up to insult everyone*,"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate","joy,sadness",,
2018-En-00745,1,2017-En-21454,0.9996477365493774,I got a free Dr.Pepper from the vending machine #awesome,Changing my hair again #shocking,"fear,sadness,surprise",,
2018-En-00997,1,2017-En-20062,0.9996971487998962,At this point I can't tell if I just follow more people in politics on twitter now or if I need new friends. #wheresthefunny #depressing,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,"fear,pessimism,sadness",,
2018-En-02101,1,2017-En-21084,0.9995120763778687,Tipoftheday:Do not be distracted by the ones who accuse you for doing what is right for His mission for you.Continue living and pleasing Him,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ","joy,optimism",,
2018-En-03275,1,2017-En-21078,0.9995304942131042,#Worry never robs tomorrow of its #sorrow; it only saps today of its #strength - A. J. Crown #faith #positive #motivation,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,"anticipation,joy,optimism",,
2018-En-04344,1,2017-En-40790,0.9996534585952759,"I want to digital art so bad, but my dad won't let me use my iPad till exams are over 😂",All I want to do is watch some netflix but I am stuck here in class. #depressing,"pessimism,sadness",,
2018-En-02647,1,2017-En-41437,0.9997667670249939,Today is gonna be terrible I can feel it,Honestly today I just felt like maybe track isn't for me ,"disgust,sadness",,
2018-En-02786,1,2017-En-41039,0.9997549653053284,@Grinbins I couldn't force myself to give him any money. 😀,@Mattwinton1 Your foot is frowning.,"anger,pessimism,sadness",,
2018-En-00171,1,2017-En-20905,0.9991297721862793,"﻿2|206|When it is said to him, 'Fear Allah', He is led by arrogance to (more) crime. Enough for him is Hell;-","O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)","love,trust",,
2018-En-01294,1,2017-En-10520,0.9996135830879211,@H0lliejburrows Congrats beautiful 😘,@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉,"anger,disgust,sadness",,
2018-En-00907,1,2017-En-21933,0.999692440032959,"Worst thing that's happened to you when flying? I had a 16h delay, left my phone in the terminal, and wallet on the plane #nightmare",Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed,"anger,disgust",,
2018-En-00721,1,2017-En-40980,0.9992841482162476,Just passed a bus with an advert for Paw Patrol live on it. I need therapy after just thinking about taking miss e to it. .,Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄,"anticipation,joy,surprise",,
2018-En-04062,1,2017-En-10136,0.9996634125709534,#PhoenixRally #Deplorables insult and denigrate #JohnMcCain as he struggles with treatment for #glioblastoma #impeach45 incites ,@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,"anger,disgust",,
2018-En-03910,1,2017-En-31419,0.9985631108283997,@ShibeXD happy birthday!!! you are one of my favorite content creator! i hope you have a wonderful birthday!!!!!!🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Finally have all my braces on and I can't stop smiling 😊😊😊😊😊,"joy,optimism",,
2018-En-02969,1,2017-En-21509,0.9992835521697998,Happy birthday Zanele \nI hope you have a wonderful day 💓@xan_radebe \n🎊🎉🎈,"Never let your #fear decide your #future 󾍘🏽\nHave an amazing Thursday, \nLove Miss D X","joy,love,optimism",,
2018-En-00718,1,2017-En-40175,0.9997482299804688,Every day I always get a bit sad when I've finished my lunch.,It's way too hard not to get discouraged.,"anger,pessimism,sadness",,
2018-En-01997,1,2017-En-30851,0.9996479749679565,Coming up shortly #WetinDeyHappen #Satire #laughs #local #Pidgin cc @McTalkinDrum and @Funny_Udeme #stayTuned #premiumTalkStation,Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,"joy,optimism",,
2018-En-01452,1,2017-En-21550,0.9997590184211731,horrid,This is awful,disgust,,
2018-En-01908,1,2017-En-40554,0.9996002912521362,@dom_conlon It’s amazing isn’t it. I’m a big fan of B&amp;W but the life these restorations give the photographs is awe inspiring.,"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey","joy,sadness",,
2018-En-04358,1,2017-En-41050,0.9996193647384644,Nothing is more #beautiful than a #smile that has struggled through tears.,"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.","anticipation,joy,optimism,sadness",,
2018-En-00169,1,2017-En-30997,0.9983286261558533,Can't wait to take family pictures 😩💜💜 just so excited to start doing fun things with my babies 👨‍👩‍👧,🎉 It is time for a most joyous celebration! 🎉,"joy,optimism",,
2018-En-04115,1,2017-En-20430,0.9996093511581421,Past my test exam .. CDL achieved 😥,My study skills are terrible 😒,"anger,disgust,sadness",,
2018-En-00934,1,2017-En-40175,0.9996602535247803,There's much to see in this world full of glee.,It's way too hard not to get discouraged.,"anger,pessimism,sadness",,
2018-En-01509,1,2017-En-10477,0.9996578693389893,Had to delete my Facebook too much for me 🤣,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger,,
2018-En-01719,1,2017-En-40330,0.9997114539146423,@michaelsloan87 @SkyFootball The disappointment when it's actually a new club sponsor! 😂,"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??","anger,disgust,sadness",,
2018-En-00755,1,2017-En-20300,0.999311625957489,How do you feel about @Snapchat new feature #SnapMap 👎👍❓ #twitterpoll #polls #vote #Poll #Snapchat  #twitter #tech #technology,@BigBossPeltonen \nLikewise #death #cutting ,disgust,,
2018-En-02214,1,2017-En-30585,0.9991602301597595,"When I think about Yondu &amp; his crew, Rocket, &amp; Groot doing 700 jumps to Ego planet, I start laughing.",Laudrup and his evil white companions rejoice.,"anger,disgust,joy,optimism,sadness",,
2018-En-01187,1,2017-En-10477,0.9995141625404358,Wow what's up with #snap 😲📊📉⬇#cnnmoney,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger,,
2018-En-01246,1,2017-En-20404,0.9997171759605408,@TikiTakaConnor Eduardo without injury was honestly amazing like so sad he's not looked at in the right light because of his Injuries.,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity","anger,disgust,sadness",,
2018-En-03640,1,2017-En-10399,0.9996797442436218,@RGUpdate Have you tried English hospital food ?? #yak #gross ,@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,"anger,disgust,sadness",,
2018-En-04000,1,2017-En-30588,0.999935507774353,"'The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote","The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",optimism,,
2018-En-03876,1,2017-En-41420,0.9996243715286255,"@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks! ❤️✌️  #Strategy","How many tweets is that now? How fast was I going? God, I love being #sober and #intelligent.","joy,optimism,trust",,
2018-En-03202,1,2017-En-40530,0.9996699690818787,@BernadetteAlly cute smile!,@10carley what a sulky pants!,"anger,disgust,sadness",,
2018-En-04352,1,2017-En-10209,0.9997018575668335,#Twitter these days is just a massive critical debate on those that people don't like #annoying #depressing and #dull 😑,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,"anger,disgust",,
2018-En-01321,1,2017-En-40889,0.999742865562439,@shanedawson @JeffreeStar @JessButtafuoco No offense but.. Jeffee looks like a pink demon😂,@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,"joy,surprise",,
2018-En-02789,1,2017-En-30954,0.999614417552948,@bloggerlinds wishing you joy in your day. #joy #happiness #empowerri,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,"joy,love,optimism",,
2018-En-03033,1,2017-En-10946,0.9997291564941406,#wtf what a #wonderful idea \nyou've all bought your tweets and likes that's pretty pointless for Me #bye #bye #Twat,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser,"anger,joy",,
2018-En-01822,1,2017-En-21563,0.9994606971740723,@softytwt hi bby today was okay i e-mailed design firms for my internship and now i'm nervous ;u; how's your day? :D,day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,"anger,disgust,sadness",,
2018-En-01580,1,2017-En-41499,0.9996045827865601,Suddenly dreams of mine are coming true. #happy,I am worried that she felt safe. #unhappy,"fear,sadness",,
2018-En-01940,1,2017-En-10132,0.9996770620346069,@lucybeecoconut A make up remover and insect sting relief!,@soyoprincess they irritate me. Them and their inch thick made up masks,"anger,disgust",,
2018-En-03320,1,2017-En-30719,0.9996482729911804,UP students really out there raging against tuition collection #freeeducationnow,@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,"anger,disgust,joy",,
2018-En-03180,1,2017-En-21806,0.9997503161430359,@GirlPosts @_matdtaylor actually how annoyed you get 😂,@SimplyMayaMarie @STILLStanding_B 😂😂😂 y'all know I'm crazy its just shocking that's all,surprise,,
2018-En-02509,1,2017-En-22120,0.9996153116226196,@DonaldJTrumpJr thinks the Oliver North defense insulates @POTUS but all it does is make @realDonaldTrump look inept! #NYTimes ,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,"anger,disgust,fear,pessimism",,
2018-En-03087,1,2017-En-30517,0.9994820356369019,We're really not afraid of you all. We find you rather #annoying &amp; #amusing. 😎😜🤣😂😂,Not my fault if I'm more observant than you thought of me to be ! 😜 I'm not sorry 😝 #wisdom #laughter #observingyou #allthetime #becareful 😎,"joy,optimism",,
2018-En-03149,1,2017-En-40175,0.9997360110282898,It's a wonderful thing to be able to start your day with laughter.,It's way too hard not to get discouraged.,"anger,pessimism,sadness",,
2018-En-02463,1,2017-En-30011,0.9996284246444702,Theo's comment at the end😂 do one Tyla. #horrid #loveisland,It's meant to be!! #happy #happy,"joy,love,optimism",,
2018-En-03238,1,2017-En-21649,0.9997720122337341,@hollloman @nessa_babbby @ajvannozzi97 As half a set of twins I resent that!,@Bridget_Delia @originalaubs omg that's terrible,"anger,disgust,fear,sadness",,
2018-En-00635,1,2017-En-40817,0.9997003078460693,Let's hope the ct scan gives us some answers on this lump today #nervous,This world has some serious issues we should all go to therapy,"anger,disgust,pessimism,sadness",,
2018-En-01812,1,2017-En-11615,0.9996737241744995,"I'm pre happy with my Arcadian run, beat a few people I was scared of",I'm much to full of resentment,"anger,disgust,sadness",,
2018-En-02497,1,2017-En-21059,0.9992179274559021,"Had frustration dream that left me utterly f**king furious. Plus side: so angry couldn't sleep, wrote 1500 words. Minus side: still raging!",I was having a good dream.. and then my alarm went off,"anger,disgust,sadness",,
2018-En-00459,1,2017-En-21517,0.9995719790458679,Wtf shawty ass on 😤,Come on girl shake that ass for me,"anticipation,joy",,
2018-En-02185,1,2017-En-20960,0.9995665550231934,"SUCCESS isn't just about what you accomplish in life, it's about what you inspire others to do. #inspiration  #inspire","Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote","joy,optimism",,
2018-En-04298,1,2017-En-21724,0.9996426105499268,i'll start letting go of everything 'til i'm so far away from you,I'm just always too shy,"fear,pessimism,sadness",,
2018-En-04274,1,2017-En-20455,0.9996864795684814,@Cmdr_Hadfield CNN's Wolf Blitzer calls you an American astronaut and you don't correct him? #dissapointed,@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,"anger,disgust,fear",,
2018-En-04028,1,2017-En-11183,0.9993366003036499,.  @danawhite you're a crook. #joke #thief #bully #wanker #dirty #richbutgarbo,What a fucking muppet.  @jRwild1 #fuming #stalker.,anger,,
2018-En-01289,1,2017-En-10338,0.99969482421875,Okay @BTS_twt it was fun and all you can change your layout back to something goofy and domestic as usual pls I'm intimidated rn,@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me,joy,,
2018-En-03667,1,2017-En-30065,0.9991697072982788,"@_ruthharvey_ happy bday Ruth, hope you have an amazing day 💘💘x","@MrHenvin Thank you, happy birthday to you as well!","joy,love,trust",,
2018-En-02688,1,2017-En-10104,0.9997481107711792,@jamie_93_lee Don't upset me 😢,@kingvee_ don't provoke me to anger,"anger,disgust",,
2018-En-02832,1,2017-En-40360,0.9996741414070129,I'm glad my kids don't fuck with Blac Youngsta. That nigga terrible for our community,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,"anger,disgust,sadness",,
2018-En-04014,1,2017-En-31571,0.9994402527809143,made up my mind to \nmake a new start,Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse,"joy,optimism",,
2018-En-00159,1,2017-En-30614,0.9997252225875854,Hey @NHSEngland imagine being blue lighted to hospital unable to breathe only to be dumped in a cubicle and not seen for 4 hours #horrendous,#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation,"joy,optimism",,
2018-En-01097,1,2017-En-20443,0.9997289776802063,@washingtonpost @silvajanes How awful!!!!!!,@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,"anger,disgust",,
2018-En-03432,1,2017-En-10896,0.9994781017303467,im clapping and cheering for both teams ...,@LeonWobYP b***er off. NCFC is a grudge match :),"anger,disgust",,
2018-En-00881,1,2017-En-10010,0.9978035688400269,"Some peoples thought process can be very alarming.  These nasty, common women who will bed another women's man without conscience .  . .",im so mad about power rangers. im incensed. im furious.,"anger,disgust",,
2018-En-01375,1,2017-En-21545,0.999547004699707,@eben4u #stayed on you...makes you appreciate love worshiping....All i want to do is worship you!!,@sphiwememela...its bad.I am fearing for my life🙏,"fear,pessimism,sadness",,
2018-En-01269,1,2017-En-41267,0.9996461868286133,I love seeing @yeahlizzy because it reminds me I'm not the only one miserable at work 😅,@SizweM01 and it's kinda depressing hey!!! 😑,"pessimism,sadness",,
2018-En-04307,1,2017-En-10404,0.9994849562644958,"+++ '#Dearly #beloved, avenge not yourselves, but rather give place unto #wrath: for it is #written, #Vengeance is #mine; I …' #Romans12v19","Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",optimism,,
2018-En-01859,1,2017-En-10417,0.9994971752166748,@EssexMDO Long term start with a club for younger children and aim to keep them engaged as they become teens. #TakeoverChat,I am using twitter as a coping mechanism for raging out at this kid oops?,"anger,disgust",,
2018-En-04326,1,2017-En-21266,0.9996371269226074,#DamilolaOurLovedBoy So upsetting 😢😢. Why do people want to hurt others! Such a cruel world we live in #heartbreaking,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids","anger,disgust,fear,sadness",,
2018-En-01428,1,2017-En-10927,0.9995625019073486,"I think 'Sleep' is my favorite from How did we get so dark?, maybe because I'm insomniac",Sting is just too damn earnest for early morning listening. ,joy,,
2018-En-01148,1,2017-En-40175,0.9995405077934265,'When the mind is denied the emotional sting of losing it never figures out how to win.' -Jonah Lehrer,It's way too hard not to get discouraged.,"anger,pessimism,sadness",,
2018-En-02943,1,2017-En-40715,0.9994763135910034,Dirty Chai tea with Rumchata hits the spot on this gloomy Tuesday morning. 😊,Mmmm #coffee and a good #book on a dreary day! Who can beat that?,"joy,optimism",,
2018-En-04296,1,2017-En-41260,0.9995927214622498,Hes no even scared of em anymore 😂,This nigga doesn't even look for his real family 🙄😂 #sad,"pessimism,sadness",,
2018-En-00387,1,2017-En-30065,0.9994304776191711,@Amber02150 Good morning! Happy winter day. :),"@MrHenvin Thank you, happy birthday to you as well!","joy,love,trust",,
2018-En-00959,1,2017-En-21430,0.9996830821037292,i love dark gurl wit da juicy booty,@LanaDelRey @Ocelottacash tfw ur fans panic cuz they think u cut ur hair,"anger,disgust,fear",,
2018-En-00291,1,2017-En-22065,0.9996312260627747,My boyfriend is my whole world 😭,The anxiety I have right now😭😭😭,"fear,pessimism,sadness",,
2018-En-03073,1,2017-En-21375,0.9997297525405884,@AmyJoSmyth #OOC Thing is she holds a grudge like mad,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,"anger,joy",,
2018-En-00151,1,2017-En-20671,0.999671459197998,When you have just about enough @marmite in your jar at work for 1/4 of a slice of toast 😩😩 #unhappy,I am in #shock and #awe and the places my #toddler manages to get his dinner.,"anticipation,fear,joy,sadness,surprise",,
2018-En-00072,1,2017-En-21132,0.9996187686920166,Conflicting scents in the house of cinnamon sponge cooling and tamarillo chutney cooking. #sweet #spicy #homemade #delicious,When you make a great tasting shake and no words can describe it!😃👌🏻  #herbalifenutrition #tastesogood #nowords,"joy,optimism",,
2018-En-02931,1,2017-En-10253,0.9996496438980103,I never thought I would say this but I really miss Todd 😥,I am just so bitter today 😐,"anger,disgust,pessimism,sadness",,
2018-En-00314,1,2017-En-30031,0.9993780255317688,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox.💕 i'm deeply sorry for the late greeting 😥 Chaey is wishing you to have a pleasant +",@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),"joy,love,optimism",,
2018-En-02397,1,2017-En-20266,0.9996200203895569,It's such a strange juxtaposition of emotions. A sense of euphoria but a sense of out most despair.,Just feel awkward that I'm being timid to everyone.,"disgust,pessimism,sadness",,
2018-En-02678,1,2017-En-31152,0.9996309280395508,It's not always about the getting but its about the receiving of what has already been given. Receive the joy made available! #jesus ,"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. #cheerful","joy,love,optimism,trust",,
2018-En-03267,1,2017-En-40281,0.9996448159217834,@Cex Waste of time had this before nothing gets done. Won't be using you again #awful,"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.","pessimism,sadness",,
2018-En-02930,1,2017-En-21340,0.9996047019958496,Perks of having that shit: I lost a friend somewhere along in the bitterness,I hate freaking out and ruining things. ,"anger,disgust,fear,pessimism,sadness",,
2018-En-02968,1,2017-En-30491,0.9994458556175232,@KevinHearne Oh! That actually was my first guess but... I thought he was too dark for an Irish man from BCE. Thanks for clearing it up :D,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.","joy,optimism",,
2018-En-03334,1,2017-En-22137,0.9995758533477783,"peplamb: stevenfurtick #comfort all who #mourn, To console those who #mourn in #Zion, To give them #beauty for #ashes, The #oil of #joy for…",Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,"optimism,pessimism,sadness",,
2018-En-01641,1,2017-En-41004,0.9996871948242188,I delight,Im so unhappy,"pessimism,sadness",,
2018-En-03072,1,2017-En-21259,0.9995347857475281,"No better party than #Labour for #lies, #intimidation, #threats &amp; questionable activities, yet somehow they're the #victims? Unbelievable!",Be #afraid of the #quiet ones they are the ones who actually #think.,"anticipation,fear",,
2018-En-03643,1,2017-En-21666,0.9995716214179993,@WhiteJennyB @EmreUslu jenny white  u r the dumbest here .. What r u trying ? Get lost..,@GenevievePere23 @swifttwinner13 WOW you're calling me bully bc I correct a typo?😂 harsh,"anger,disgust,sadness,surprise",,
